645729.1513086066,693978.7051992393,315.16
645715.9681585676,694010.2653115945,315.17
645966.9319366566,694066.2700259608,284.67
645617.9203107916,694037.6006882057,261.38
645611.6519201497,694034.7450064394,261.38
645615.692731273,694036.5600547066,261.38
645618.7618172917,694037.9876664652,261.38
645650.1631595169,694049.1255561406,261.38
645617.9376320894,694037.7208610546,261.38
645618.550725346,694037.891514944,261.38
645620.3645841852,694038.7610736197,261.37
645617.8463417365,694037.5657844864,261.38
645622.8514370342,694039.8689214804,261.37
645596.5555119668,694027.6826361562,261.37
645616.071326653,694036.7525309845,261.38
645619.036467233,694038.1392336831,261.37
645616.0799206113,694036.7480845369,261.38
645620.6605614441,694038.9091240091,261.37
645618.6405775916,694037.9328506702,261.38
645619.3712727684,694038.2894255914,261.37
645619.3810597555,694038.2938479055,261.37
645618.8866818853,694038.0417509046,261.38
645619.4274304651,694038.3033830847,261.38
645620.3235446272,694038.7407722767,261.37
646005.0766408268,694511.0058053401,281.93
645950.2919188624,693880.8915819976,286.36
649407.1516837487,692143.9872400061,232.42000000000002
649402.9027599283,692148.137184627,232.36
649407.0394606439,692144.1355001039,232.42000000000002
649172.9313179303,691935.1594687204,236.42000000000002
649170.1781002221,691939.2533371393,236.41
649172.1202950784,691936.0373546584,236.42000000000002
654189.2527758147,689110.5949862583,259.19
656949.59107438,686550.5230027548,258.02
657178.710496048,686337.5385145817,265.2
657456.2776344084,686080.6376344088,243.78
659904.3741993873,683775.3964800886,295.52
659635.9105001065,683737.7167978244,301.3
659875.7470653569,683735.952856209,301.38
659937.1317943571,683738.1060845321,300.99
659614.446724537,683679.4728726853,291.28000000000003
660020.8659174384,683907.3638117283,283.53000000000003
660161.8041501793,683902.393263913,304.0
660080.9427403157,683857.4128311811,292.06
663689.7575799938,680705.886231749,253.36
663427.0318997891,680520.715740526,247.93
663402.3756280349,680594.1151471009,247.93
663401.6069382889,680599.1195442381,247.93
669814.1303719651,675508.2850233227,292.59000000000003
670083.4714814812,675438.046296296,291.94
676499.0717263158,667291.6218596491,277.58
677112.902454314,666691.7381077954,269.16
676881.650326306,666483.3849447786,274.3
679019.7075177304,663988.5615602839,284.99
679416.0638151491,663503.1296710676,295.01
687916.1183720008,653052.5446876859,401.13
688257.3273469384,651542.290498866,370.16
689908.8988717943,648568.3396153848,396.13
689812.9652567976,648387.567472306,405.81
689835.4621108618,648378.2973722847,405.85
689659.9951442693,648196.9150773159,405.6
689734.588849741,648198.4008894647,415.11
689795.3882411345,648199.5979042554,412.94
689794.6402990251,648218.4880577825,412.92
689772.1259594061,648217.6699141767,414.0
689542.7501811153,648162.7966570957,414.52
689542.7212517482,648179.0744335665,409.99
689755.3383818358,648183.1842724659,410.29
689756.2191638143,648166.8679532683,411.07
689754.8474741837,648152.0133147459,410.99
689796.0115226207,648184.3096169439,412.7
689796.3249942329,648153.5586719394,412.25
689795.5621623757,648168.1191279471,412.5
689814.2708333331,648178.1409976523,399.53000000000003
689639.0273186588,648149.5474246152,406.85
689718.2115194825,648151.7120010209,410.66
689734.9959110398,648135.761972133,409.90000000000003
689796.942326703,648135.4219590107,416.8
689629.482218241,648132.0421661237,406.78000000000003
689844.0054534917,648103.2207585252,407.66
689819.1776388888,648103.3379021266,407.98
689797.2695357738,648084.4203589375,412.09000000000003
689877.4761785711,648083.1045119055,404.85
689797.0450996261,648052.9813926942,405.38
689646.7010725327,647956.1006777645,414.59000000000003
689825.8385855977,647887.7708854502,402.68
689825.8811763381,647887.8095031681,402.68
689817.3636523,647885.4836835518,402.74
689825.8501042909,647887.825853147,402.68
689817.5464494099,647885.5377436837,402.74
689842.1244238811,647891.042540342,402.74
689830.3341900164,647888.9518060744,402.74
689816.1559246333,647885.1966411269,402.74
689831.4169413501,647889.2363626412,402.74
689830.3401476139,647889.0955162847,402.74
689825.859587571,647887.8277704504,402.68
689821.0089966774,647886.6332809282,402.74
689831.4343248489,647889.2400011033,402.74
689825.8207302602,647887.7925280508,402.68
689825.7856442247,647887.7887023013,402.68
689905.831845225,647648.9986067401,408.86
689921.7311435,647653.7664025101,406.58
689890.1497764705,647163.2307529413,384.94
690024.5441887261,647365.8272398697,404.16
690022.5991097315,647365.1996459233,404.16
690027.9104771576,647369.4965745793,404.21000000000004
690024.2238400732,647365.9825857611,404.21000000000004
690022.326487679,647365.2780674269,404.21000000000004
690022.3383354727,647365.2770354707,404.21000000000004
690028.0122636476,647369.2233922672,404.21000000000004
690025.0221497754,647365.9607006824,404.03000000000003
690025.057242746,647366.0200403583,404.04
690025.8274176702,647366.6090467516,404.21000000000004
690022.3266415175,647365.2789940427,404.21000000000004
690116.1082535171,647104.3343594627,405.12
690115.9158539585,647104.3229107126,405.12
690116.4103241398,647104.4961018569,405.12
690116.1107599633,647104.4465459194,405.12
690117.7089935265,647104.8015578756,405.12
690117.5513802113,647104.565564447,405.12
690117.7245744094,647104.8049088604,405.12
690117.9505320609,647104.7374415062,405.12
690119.8868295064,647105.2459241579,404.97
690221.3796495796,646826.8895161703,403.72
690219.3547590711,646827.603430841,403.72
690219.0329924508,646826.5737582364,403.72
690219.1792430945,646827.5515366214,403.72
690259.2887676738,646771.8891562276,403.72
690219.3642530708,646827.6039518121,403.72
690224.0690873548,646827.8796511651,403.48
690226.3570102406,646826.9676229912,403.48
690220.4194478892,646827.649689404,403.72
690220.5603495765,646826.2184522208,403.72
690220.2896750577,646826.1358303914,403.72
690220.588171189,646826.4154745539,403.72
690219.3565556061,646827.6046902792,403.72
690312.2420822451,646595.4390979606,399.94
690314.8540882148,646596.3666297848,399.94
690311.4423814071,646596.0754734478,399.86
690304.2547309946,646592.6557554278,399.94
690310.9010326052,646595.7500174673,399.86
690308.0800928746,646594.0720996949,399.90000000000003
690301.5377437954,646590.9972491311,399.94
690309.1846283197,646594.4272947137,399.86
690301.2502295787,646590.8687230825,399.94
690304.9637890577,646592.6330230908,399.94
690303.7491042198,646592.4871179074,399.94
690420.5620427746,646277.7329118414,392.8
690420.0839058119,646277.4816177561,392.88
690422.1700323459,646278.3207968717,392.88
690420.3693523038,646277.5977856464,392.88
690420.4009847787,646277.612910431,392.88
690423.8844202745,646278.9510959162,392.88
690423.8876371309,646278.9690608412,392.88
690493.9151872199,646085.072766708,391.98
690493.6107184173,646084.7533655685,391.98
690487.4948174371,646074.979681962,391.90000000000003
690494.3474815171,646086.5010594835,391.90000000000003
690493.5797937915,646084.7588499363,391.98
690494.3676080719,646085.2687640327,391.98
690493.0547608453,646084.7144006417,391.98
690493.937421062,646085.0817378209,391.98
690492.7571879466,646084.4085700469,391.90000000000003
690490.9684247558,646081.8403480927,391.90000000000003
690494.919332679,646085.398901977,391.98
690596.040911677,645819.0490689435,383.56
690593.7925330669,645817.8296919733,383.54
690591.4245690154,645816.993110482,383.56
690585.2759932211,645819.5743738103,383.56
690591.9836256583,645816.9343048526,383.56
690692.1325347847,645541.533262616,381.22
690691.9672602727,645541.4101423181,381.22
690692.6713203144,645541.7053199033,381.21000000000004
691829.1157803449,642467.7321901962,350.7
691827.5488066506,642467.3111849518,350.7
691829.2487499687,642467.9179754909,350.7
691928.3475232642,642204.9750526462,342.47
691925.3184908797,642203.2437834921,342.47
691929.6229407304,642205.1438654576,342.35
691930.4200979295,642205.2620340409,342.16
691930.8853386318,642205.847095491,342.15000000000003
691925.2146330096,642203.2229345884,342.47
691928.2102600242,642204.2081044724,342.47
691930.5335320382,642205.6405053462,342.16
691929.2648580207,642202.8081254232,342.47
691926.1177669505,642203.9367354086,342.47
691929.7238356825,642204.9367452117,342.16
691931.5645862692,642207.476891303,342.47
691928.7261255016,642205.4531322919,342.47
692007.6120529552,641962.7820176523,337.63
692022.8574885798,641955.0562317177,337.77
692024.4017673685,641951.3243031251,337.77
692021.3486528476,641952.9235148251,337.77
692021.958923578,641955.2442000189,337.77
692022.2873815828,641948.8843735721,337.77
692022.4754421668,641957.5172172489,337.77
692022.0769560484,641954.575454734,337.77
692023.3480689368,641952.9595555775,337.77
692020.9511227659,641939.4328675241,337.77
692023.9659169421,641951.3580825087,337.77
692022.0206284019,641951.312101188,337.77
692018.8065792483,641954.8975420867,337.64
692024.6626369217,641950.2194019536,337.65000000000003
692021.3772642127,641955.3121328492,337.65000000000003
692025.1781470791,641951.6097232362,337.65000000000003
692022.9768619757,641948.0157391172,337.77
692022.7674153864,641947.5053267219,337.7
692020.3769502984,641955.0087532664,337.72
692021.2743632176,641948.7165278216,337.77
692022.1543740281,641949.8008409628,337.77
692021.6009820997,641949.7588903777,337.7
692021.1991565617,641956.0740740035,337.77
692022.8114523841,641954.8589070342,337.65000000000003
692019.1068435523,641951.3658059831,337.65000000000003
692020.89656472,641953.2406270789,337.77
692025.9725560535,641950.4891916309,337.65000000000003
692021.1636539963,641955.4478527787,337.72
692020.4236337641,641949.7023070167,337.77
692023.445100709,641955.5579671952,337.59000000000003
692023.5194237679,641954.648173996,337.64
692022.7940399447,641951.1639526945,337.77
692021.4259343343,641947.6731222507,337.77
692024.9117401339,641950.3984638517,337.65000000000003
692021.6684158635,641953.4030264372,337.77
692019.6928341696,641956.2948609391,337.63
692025.5923201073,641949.2022257608,337.64
692020.2556357502,641955.7798786372,337.76
692025.1523991203,641954.1190070739,337.64
692022.4367334038,641948.4811589051,337.77
692026.8066945216,641953.2008645894,337.65000000000003
692025.3915453518,641949.676697331,337.64
692024.13061274,641949.6775789687,337.65000000000003
692023.7274793716,641950.8036436993,337.7
692025.0845244096,641950.3089461011,337.77
692026.5395901727,641948.2932767308,337.77
692022.5130678961,641948.2959130033,337.77
692021.6649707984,641953.3828412263,337.77
692024.9441324396,641950.4421272031,337.64
692020.4959622528,641955.525527825,337.76
692024.2908346892,641951.6814274101,337.7
692024.6220424478,641951.3410331126,337.77
692024.6601996592,641945.15313636,337.7
692024.0680409012,641955.4271617081,337.77
692022.2178592937,641951.041980896,337.7
692023.0820258218,641953.2928959542,337.77
692021.6108645475,641955.3128591469,337.76
692022.0279633771,641956.7955890095,337.64
692023.2461664844,641949.239812054,337.77
692026.0889533884,641953.7278704675,337.64
692022.0502882736,641942.4793433017,337.77
692023.9350973879,641946.1869413318,337.77
692023.2948899746,641953.6782503682,337.65000000000003
692018.7138721144,641953.0423882497,337.77
